LU_NAME,KEY_REF,STEP_NO,DESCRIPTION,APP_DATE,NOTE,PREV_APPROVAL_DATE,PERSON_ID,APPROVAL_STATUS
DocIssue,DOC_CLASS=700^DOC_NO=3153811^DOC_REV=()^DOC_SHEET=1^,70,Release SPI and ECO,14-Jan-21,,12-Jan-21,103611,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163009^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,14-Jan-21,,14-Jan-21,102283,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162840^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,14-Jan-21,,14-Jan-21,103083,Approved
CustomerOrder,ORDER_NO=1703418^,20,Release Order,14-Jan-21,Release Order After Denied Party Approval,14-Jan-21,100181,Approved
OrderQuotation,QUOTATION_NO=1297920^,30,Heaters: Engineering respond to quote,14-Jan-21,"(20), 01/07/21, Diehl Aviation Gilching  GmbH, Juergen Maier, Kapton

Can you please setup the item below, with the info provided by the Engineer Isabelle Cotteret:

Diehl asked us to provide a quote of the reference HSFK235877:
Quantities --> 5-10pcs first samples, 20 pcs prototypes, 50,100,250pcs. 

Please have this quote routed to Mike M. as main engineer and Engineer Isabelle Cotteret as reviewer.

RFQ attached, Thanks AD. 01/07/21",14-Jan-21,103084,Approved
InventoryPart,CONTRACT=100^PART_NO=S209282PA68Z59C12^,15,Eng Coordinator,14-Jan-21,,19-Jan-21,100309,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3163125^DOC_REV=()^DOC_SHEET=1^,10,Person initiating ECR,14-Jan-21,,14-Jan-21,103379,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163055^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,14-Jan-21,,14-Jan-21,104112,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163199^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,14-Jan-21,,14-Jan-21,104112,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163055^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,14-Jan-21,,14-Jan-21,103834,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163199^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,14-Jan-21,,14-Jan-21,103834,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163611^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,14-Jan-21,,15-Jan-21,100259,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163009^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,14-Jan-21,,14-Jan-21,103385,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163055^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,14-Jan-21,,14-Jan-21,103232,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163199^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,14-Jan-21,,14-Jan-21,103232,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162840^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,14-Jan-21,,14-Jan-21,103232,Approved
InquiryOrder,INQUIRY_NO=8047^,20,Buyer,14-Jan-21,JNB 12/21/2020 - This is a preliminary.  We're getting a feel for pricing.  Details may still change.,14-Jan-21,103078,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163067^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,14-Jan-21,,14-Jan-21,102283,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163067^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,14-Jan-21,,14-Jan-21,103385,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163024^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,14-Jan-21,,14-Jan-21,100825,Approved
MrbHead,MRB_NUMBER=4922^,10,Initiate Approval Routing,14-Jan-21,,19-Jan-21,100214,Approved
OrderQuotation,QUOTATION_NO=1297752^,40,Sales: CrossRef/Pricing/Quote,14-Jan-21,"The following are now setup kgh 1/13/2021
•	AS5140PD40Y1C1U211KK1 + AC102498 =  AS236885PD40Y1C1U211KK1
•	AS5140PD25Y1C1U211KK1 + AC102498 = AS236885PD25Y1C1U211KK1",13-Jan-21,100181,Approved
OrderQuotation,QUOTATION_NO=1298098^,10,Sales: Send quote to Engineering,14-Jan-21,,14-Jan-21,102261,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163584^DOC_REV=()^DOC_SHEET=1^,10,Start approval routing,14-Jan-21,,14-Jan-21,100259,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3130615^DOC_REV=()^DOC_SHEET=1^,50,"Eng Coord–Impl, Close, Release &File ECR",14-Jan-21,,13-Jan-21,100259,Approved
MrbHead,MRB_NUMBER=4921^,10,Tech Details/Photos,14-Jan-21,add or remove who needs to be on this MRB ,14-Jan-21,103204,Approved
MrbHead,MRB_NUMBER=4921^,5,Start approval process (initiator),14-Jan-21,,14-Jan-21,100541,Approved
DocIssue,DOC_CLASS=575^DOC_NO=3161673^DOC_REV=()^DOC_SHEET=1^,21,Update,14-Jan-21,,14-Jan-21,103749,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163552^DOC_REV=()^DOC_SHEET=1^,100,Release Documents,14-Jan-21,,14-Jan-21,100259,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163552^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,14-Jan-21,,14-Jan-21,100259,Approved
DocIssue,DOC_CLASS=575^DOC_NO=3128515^DOC_REV=A^DOC_SHEET=1^,40,Review & Release,14-Jan-21,,13-Jan-21,103749,Approved
MrbHead,MRB_NUMBER=4916^,30,ENG MRB Disposition & Content,14-Jan-21,"For re-inspection please use HSFK225915 repair routing, Alt.2.",19-Jan-21,102715,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3163495^DOC_REV=()^DOC_SHEET=1^,10,Originator,14-Jan-21,,14-Jan-21,103377,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3163043^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,14-Jan-21,,13-Jan-21,103428,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3161697^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,14-Jan-21,,14-Jan-21,103428,Approved
OrderQuotation,QUOTATION_NO=1297207^,75,Sales,14-Jan-21,,12-Jan-21,102140,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3163442^DOC_REV=()^DOC_SHEET=1^,10,Originator,14-Jan-21,,14-Jan-21,100552,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3083927^DOC_REV=()^DOC_SHEET=1^,20,"Review, Approve SPI 75-0732 App N",14-Jan-21,Click General tab to view new rev.,14-Jan-21,103126,Approved
CustomerOrder,ORDER_NO=1703369^,20,Risk Assessment Finance,14-Jan-21,,14-Jan-21,120117,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162656^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,14-Jan-21,,14-Jan-21,103126,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3161510^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,14-Jan-21,,11-Jan-21,103126,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3107073^DOC_REV=()^DOC_SHEET=1^,40,Notify Creator of ECR disposition,14-Jan-21,Started ECO# 3150105,14-Jan-21,103126,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162656^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,14-Jan-21,,14-Jan-21,100604,Approved
CustomerInfo,CUSTOMER_ID=186871^,50,CSR approve cust master; enter order,14-Jan-21,,11-Jan-21,102140,Approved
OrderQuotation,QUOTATION_NO=1297674^,35,Heaters: Engineering reviewer,14-Jan-21,"(30), Dec 23, 2020, Limatech, Pierre Lopez / Engineer : Mike Madetzke, support FAE : Jonathan, Custom proprietary to Limatech, Luc POUYADOU (+33) 05.31.61.88.71, see customer spec in RFQ attached",15-Jan-21,120104,Approved
OrderQuotation,QUOTATION_NO=1298093^,10,Sales: Send quote to Engineering,14-Jan-21,,14-Jan-21,1016,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163364^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,14-Jan-21,,14-Jan-21,103268,Approved
OrderQuotation,QUOTATION_NO=1297870^,30,Heaters: Engineering respond to quote,13-Jan-21,"(10), 01/08/2021, L3 Harris Technologies, Pete Torell 
Please quote the attached Top Opps ",14-Jan-21,103161,Approved
InventoryPart,CONTRACT=100^PART_NO=S236050^,340,TSCS Drafter,13-Jan-21,Please update T236091 drawing based on T236091 mark-up in S236050 DHF.  Change the date to current date.  Create a PDF and save in DHF. -Thanks,19-Jan-21,103748,Approved
OrderQuotation,QUOTATION_NO=1298007^,40,Sales: CrossRef/Pricing/Quote,13-Jan-21,"The following is now setup kgh 1/11/2021
3A955C2500806 = S209282PA68Z59C12

S229717PM100F260C138Z126 = 3A951D0342200. S229717PM100F260C138Z126 has been setup. ACY 1/12/2021",12-Jan-21,1016,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3163043^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,13-Jan-21,,13-Jan-21,103161,Approved
CustomerOrder,ORDER_NO=1703355^,20,Release Order,13-Jan-21,Release Order After Denied Party Approval,13-Jan-21,1016,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163067^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,13-Jan-21,,14-Jan-21,103161,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163009^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,13-Jan-21,,14-Jan-21,103161,Approved
OrderQuotation,QUOTATION_NO=1298045^,20,Snsr/Inst: Eng New Product Development,13-Jan-21,"(30), Jan 14, 2021, Trillium Pumps Italy, Inside Sales, custom propriatary to Trillium, Diego Viola Diego.Viola@trilliumflow.com, see cust specs attached

S102951PMPM3E160AC1-A, A = 5-pt calibration (temperatures not specified) suggestion: -20/0/50/100/150C
FG4015P3ST1V130S
01.13.2021/Gary Engelbrecht",15-Jan-21,100172,Approved
InquiryOrder,INQUIRY_NO=8058^,30,Cognziant Engineer,13-Jan-21,Ulti-Mate p/n 836211712 quoted.,13-Jan-21,103905,Approved
CustomerOrder,ORDER_NO=1703393^,10,Sales: Start Clause Review,13-Jan-21,,18-Jan-21,100615,Approved
OrderQuotation,QUOTATION_NO=1297698^,20,Flex: Design Engineer - Quote Part,13-Jan-21,"10,1/13/21,Viasat,Shane Peters, Need part number and pricing for 10 pcs 1374311 and the following clauses apply: 5,8,12,15,23,39, 40,46, 48,50 & 62",13-Jan-21,103905,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12521^,110,Create customer order,13-Jan-21,,13-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12521^,50,Send disposition note to customer,13-Jan-21,,13-Jan-21,100294,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3130615^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,13-Jan-21,,13-Jan-21,100906,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12558^,70,"Approve for credit, if applicable",13-Jan-21,,13-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12558^,50,Send disposition note to customer,13-Jan-21,,13-Jan-21,100294,Approved
OrderQuotation,QUOTATION_NO=1296978^,50,Sales: Send quote to Engineering,13-Jan-21,,14-Jan-21,103303,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12568^,70,"Approve for credit, if applicable",13-Jan-21,,13-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12568^,50,Send disposition note to customer,13-Jan-21,,13-Jan-21,100294,Approved
OrderQuotation,QUOTATION_NO=1298051^,10,Sales: Send quote to Engineering,13-Jan-21,,14-Jan-21,103303,Approved
DocIssue,DOC_CLASS=731^DOC_NO=3162392^DOC_REV=()^DOC_SHEET=1^,10,Cog.DE- Complete PPCR form,13-Jan-21,,13-Jan-21,103753,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3113623^DOC_REV=()^DOC_SHEET=1^,50,Snsr/Inst: DE 2nd Check,13-Jan-21,"see F:\Parts\TSCS\15-ECO In-Process\3113623 folder, I did not edit the ECO document -WAB 9/14/20",13-Jan-21,103752,Approved
OrderQuotation,QUOTATION_NO=1298088^,10,Sales: Send quote to Engineering,13-Jan-21,,14-Jan-21,100181,Approved
CustomerOrder,ORDER_NO=1703392^,20,Release Order,13-Jan-21,Release Order After Denied Party Approval,13-Jan-21,103353,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3161697^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,13-Jan-21,,14-Jan-21,100599,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159642^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,6-Jan-21,104101,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162656^DOC_REV=()^DOC_SHEET=1^,40,QE Approval_Delete if QTech approves,13-Jan-21,,14-Jan-21,103834,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162656^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer Approval,13-Jan-21,,14-Jan-21,103752,Approved
DocIssue,DOC_CLASS=470^DOC_NO=3162506^DOC_REV=()^DOC_SHEET=1^,10,Snsr/Inst: Dsgn Eng,13-Jan-21,,14-Jan-21,100624,Approved
DocIssue,DOC_CLASS=865^DOC_NO=3108965^DOC_REV=()^DOC_SHEET=1^,30,PE Peer Review,13-Jan-21,,18-Jan-21,102055,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3162334^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,12-Jan-21,102055,Approved
DocIssue,DOC_CLASS=866^DOC_NO=3160708^DOC_REV=()^DOC_SHEET=1^,20,"Review PSOW, SOW, MVP",13-Jan-21,,15-Jan-21,103165,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159599^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,6-Jan-21,104101,Approved
InventoryPart,CONTRACT=100^PART_NO=S236050^,340,TSCS Drafter,13-Jan-21,"Please do the following:
1) Update T236091 drawing based on T236091 mark-up in DHF
2) Update laser program based on new B236050 revision and put new laser program in correct location (I believe the laser program name per new standards should be 236050_final_-z_N)",19-Jan-21,100639,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159655^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,6-Jan-21,104101,Approved
DocIssue,DOC_CLASS=580^DOC_NO=3163256^DOC_REV=1^DOC_SHEET=1^,30,Release Doc,13-Jan-21,,13-Jan-21,100551,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159648^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,6-Jan-21,104101,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3148869^DOC_REV=()^DOC_SHEET=1^,30,QA-Disposition ECO,13-Jan-21,,13-Jan-21,104058,Approved
CustomerOrder,ORDER_NO=RMA12567^,20,Release Order,13-Jan-21,Release Order After Denied Party Approval,13-Jan-21,100294,Approved
InventoryPart,CONTRACT=100^PART_NO=S100906PE105Z60C20CAL20^,40,Sales,13-Jan-21,Update sales part note,13-Jan-21,100059,Approved
DocIssue,DOC_CLASS=580^DOC_NO=3163256^DOC_REV=1^DOC_SHEET=1^,20,Approval,13-Jan-21,,13-Jan-21,103424,Approved
InventoryPart,CONTRACT=100^PART_NO=AS235917PDPD3S350C110J^,40,Sales,13-Jan-21,Update sales part group,13-Jan-21,100059,Approved
OrderQuotation,QUOTATION_NO=1298083^,40,Sales: CrossRef/Pricing/Quote,13-Jan-21,"The following is now setup Please attach cutomers email for the quote kgh 1/13/2021
S157PA80Z96S",13-Jan-21,103353,Approved
DocIssue,DOC_CLASS=580^DOC_NO=3163256^DOC_REV=1^DOC_SHEET=1^,10,Originator,13-Jan-21,,13-Jan-21,100551,Approved
InventoryPart,CONTRACT=100^PART_NO=S157PA80Z96S^,10,Snsr/Inst: Dsgn Engineer - Set up new IP,13-Jan-21,,18-Jan-21,100304,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3159662^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,6-Jan-21,104101,Approved
OrderQuotation,QUOTATION_NO=1298018^,10,Sales: Start Clause Review,13-Jan-21,"Removed Contract Analyst, Quality, Purchasing, Finance.  No Clauses apply. ",13-Jan-21,103956,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3162425^DOC_REV=()^DOC_SHEET=1^,30,Coord. Update T.M,13-Jan-21,,13-Jan-21,100309,Approved
InventoryPart,CONTRACT=100^PART_NO=S100906PE105Z60C20CAL20^,30,PRELIMINARY - Connected Objects,13-Jan-21,Docs Checked,13-Jan-21,100309,Approved
InventoryPart,CONTRACT=100^PART_NO=AS236885PD25Y1C1U211KK1^,10,Snsr/Inst: Dsgn Engineer - Set up new IP,13-Jan-21,,18-Jan-21,100304,Approved
SupplierInfoGeneral,SUPPLIER_ID=123953^,60,PurchMgr/designate (App. Method: xxxx),13-Jan-21,,13-Jan-21,100494,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3163199^DOC_REV=()^DOC_SHEET=1^,10,Tech/Process Owner Approval,13-Jan-21,,14-Jan-21,102055,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3159192^DOC_REV=()^DOC_SHEET=1^,40,SME - Approve Disposition,13-Jan-21,,13-Jan-21,100386,Approved
OrderQuotation,QUOTATION_NO=1298030^,40,Sales: CrossRef/Pricing/Quote,13-Jan-21,"The following are now setup kgh 1/13/2021
S101433PE220Z160
S101610PD220Z160",13-Jan-21,100181,Approved
InventoryPart,CONTRACT=100^PART_NO=HK236732^,110,DE - Output Review/Sign off,13-Jan-21,,14-Jan-21,103022,Approved
InventoryPart,CONTRACT=100^PART_NO=AS236885PD40Y1C1U211KK1^,10,Snsr/Inst: Dsgn Engineer - Set up new IP,13-Jan-21,,15-Jan-21,100304,Approved
InventoryPart,CONTRACT=100^PART_NO=HK236732^,105,DE - Prototype Release Meeting,13-Jan-21,,14-Jan-21,103022,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3155845^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,13-Jan-21,,13-Jan-21,104028,Approved
InventoryPart,CONTRACT=100^PART_NO=HK236732^,100,DE - IFS Review/Sign Off,13-Jan-21,,14-Jan-21,103022,Approved
OrderQuotation,QUOTATION_NO=1297842^,90,Sales: CrossRef/Pricing/Quote,13-Jan-21,"
",13-Jan-21,100606,Approved
OrderQuotation,QUOTATION_NO=1297978^,40,Sales: CrossRef/Pricing/Quote,13-Jan-21,"CT198-62 has not been ordered in so long it is essentially obsolete.

We can offer the catalog version CT198-1010R57.6L2 which gives them the same nominal setpoint but a setpoint adjustability.
CT198-1010R57.6L2
Factory setpoint 57.6 ohms
Setpoint adjustability from 41.91 to 62.86 ohms
Wires
2 second scan rate

I was able to find the following specs...
CT198-62
Factory setpoint 57.6 ohms
Setpoint adjustability from 43.2 to 72 ohms
Wires
2 second scan rate

Ben Pipp
1/12/2021",12-Jan-21,100181,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3153275^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,13-Jan-21,,18-Jan-21,100599,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3153279^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,13-Jan-21,,18-Jan-21,100599,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3155845^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,13-Jan-21,,13-Jan-21,100599,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3162453^DOC_REV=()^DOC_SHEET=1^,30,Snsr/Inst: Drafter,13-Jan-21,See Will's Email attached,20-Jan-21,100043,Approved
OrderQuotation,QUOTATION_NO=1297842^,85,Heaters: Engineering respond to quote,13-Jan-21,Updated quote to reflect NRE for new artwork and die due to changes in heatsink design.,13-Jan-21,103706,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3151452^DOC_REV=()^DOC_SHEET=1^,30,Coordinator update TM,13-Jan-21,,12-Jan-21,100259,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3152147^DOC_REV=()^DOC_SHEET=1^,30,Coordinator update TM,13-Jan-21,,12-Jan-21,100259,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3162425^DOC_REV=()^DOC_SHEET=1^,20,Acknowledgement of Training,13-Jan-21,,13-Jan-21,100639,Approved
DocIssue,DOC_CLASS=A2600^DOC_NO=3152008^DOC_REV=()^DOC_SHEET=1^,30,Coordinator update TM,13-Jan-21,,12-Jan-21,100259,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3162264^DOC_REV=()^DOC_SHEET=1^,20,MFG Eng - Delete if initiator,13-Jan-21,,14-Jan-21,103169,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3155826^DOC_REV=()^DOC_SHEET=1^,50,"Eng Coord–Impl, Close, Release &File ECR",13-Jan-21,,13-Jan-21,100259,Approved
OrderQuotation,QUOTATION_NO=1297948^,40,Sales: Finish Quote,13-Jan-21,Updated quotes for E2C235080 and E2C235081 with new DFMS.  Sales part still has the Stryker Part numbers - let me know if i need to change,13-Jan-21,103513,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3155826^DOC_REV=()^DOC_SHEET=1^,40,Notify Originator of ECR disposition,13-Jan-21,,13-Jan-21,103368,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3162774^DOC_REV=()^DOC_SHEET=1^,40,Techwriter,13-Jan-21,,13-Jan-21,103611,Approved
OrderQuotation,QUOTATION_NO=1298083^,10,Sales: Send quote to Engineering,13-Jan-21,"(30), 1/14/2021, Energy Management Corporation, Standard part, 2 pcs. Part number: S157PA80Z96S, please set up part PGT is not working",13-Jan-21,103353,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3155826^DOC_REV=()^DOC_SHEET=1^,30,Cog Eng,13-Jan-21,,13-Jan-21,100599,Approved
InventoryPart,CONTRACT=100^PART_NO=E1A236761 1B^,20,"Final Cost Roll, Release to Prod",13-Jan-21,,14-Jan-21,103446,Approved
InquiryOrder,INQUIRY_NO=7790^,30,Cognizant Engineer,13-Jan-21,See notes added to the first line of the quote for supplier pricing. ,13-Jan-21,103446,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163143^DOC_REV=()^DOC_SHEET=1^,10,Process ECO,13-Jan-21,,13-Jan-21,100259,Approved
DocIssue,DOC_CLASS=701^DOC_NO=3117857^DOC_REV=()^DOC_SHEET=1^,50,"Eng Coord–Impl, Close, Release &File ECR",13-Jan-21,,5-Jan-21,100259,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3153280^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,13-Jan-21,,15-Jan-21,100599,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3153272^DOC_REV=()^DOC_SHEET=1^,20,Cognizant Engineer,13-Jan-21,,18-Jan-21,100599,Approved
InventoryPart,CONTRACT=100^PART_NO=HAP227887^,420,ME - Output Review/Sign Off,13-Jan-21,,14-Jan-21,100599,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162949^DOC_REV=()^DOC_SHEET=1^,50,Tech/Process Owner Release,13-Jan-21,,13-Jan-21,100086,Approved
OrderQuotation,QUOTATION_NO=1297948^,20,Flex: Design Engineer - Quote Part,13-Jan-21,"(10), 01/14/2021,8736, Safari Circuits, Tim Schanno, 60-233476RC(-) and 60-33477RC(-) customer and proprietary to Safari, Chris Kunze (crkunze@safaricircuits.com, 269-694-9471). Please quote 50, 100, 250, 500. Drawings attached in IFS. Unsure if previously built same parts for Stryker. Thanks!",13-Jan-21,103446,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3162594^DOC_REV=()^DOC_SHEET=1^,30,Review & Approve,13-Jan-21,,13-Jan-21,103491,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162949^DOC_REV=()^DOC_SHEET=1^,45,Prod Lead Approval_Delete if sup apprv,13-Jan-21,,13-Jan-21,103568,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3148869^DOC_REV=()^DOC_SHEET=1^,20,Eng-Evaluate Applicability,13-Jan-21,,13-Jan-21,100483,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12567^,120,Send order confirmation to customer,13-Jan-21,,13-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12567^,110,Create customer order,13-Jan-21,,13-Jan-21,100294,Approved
ReturnMaterialLine,RMA_LINE_NO=1^RMA_NO=12567^,100,Receive parts into inventory,13-Jan-21,,13-Jan-21,100294,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163074^DOC_REV=()^DOC_SHEET=1^,20,"Eng- complete ECO form, manage WIP",13-Jan-21,,20-Jan-21,104102,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3159318^DOC_REV=()^DOC_SHEET=1^,15,Review & Approve,13-Jan-21,,15-Jan-21,100355,Approved
DocIssue,DOC_CLASS=700^DOC_NO=3163053^DOC_REV=()^DOC_SHEET=1^,170,"Eng- complete ECO form, manage WIP",13-Jan-21,,20-Jan-21,104102,Approved
DocIssue,DOC_CLASS=735^DOC_NO=3162949^DOC_REV=()^DOC_SHEET=1^,40,Qtech Approval_Delete if QE approves,13-Jan-21,,13-Jan-21,102450,Approved
MrbHead,MRB_NUMBER=4900^,30,RMA Coordinator Create Customer/Shopordr,13-Jan-21,1/12 emailed Sam to make rwk buildable.,13-Jan-21,100294,Approved
DocIssue,DOC_CLASS=585^DOC_NO=3162908^DOC_REV=()^DOC_SHEET=1^,20,Review & Approve,13-Jan-21,,14-Jan-21,100355,Approved
